業種,企業コード,市場,企業名,URL,概要
情報・通信,3777,JQG,ターボリナックスＨＤ(株),http://www.turbolinuxhd.com/,ＬｉｎｕｘＯＳやアプリケーションを開発、サポート。ライブドア傘下から離脱。経営混乱
情報・通信,3778,マザーズ,さくらインターネット(株),http://www.sakura.ad.jp/,東阪でデータセンター運営。石狩にセンター建設。業界大手。ＴＯＢで双日の連結子会社に
情報・通信,3779,JQS,ジェイ・エスコム　ホールディングス(株),http://www.j-escom.co.jp/,傘下に理美容商材販売、衛星放送向け教育番組制作、広告代理、教育コンサル。大顧客にスカパー
情報・通信,3782,マザーズ,(株)ディー・ディー・エス,http://www.dds.co.jp/,指紋認証ソフト・装置の開発会社。ＮＴＴ、自治体に実績。受託開発撤退、香港ＷＷＴＴと親密
情報・通信,3784,JQS,(株)ヴィンクス,http://www.vinx.co.jp/,小売り、流通パッケージソフト開発。イオングループ向け取引が収益柱。富士ソフトの子会社
情報・通信,3785,マザーズ,(株)エイティング,http://www.8ing.co.jp/,ゲームソフト受託開発。携帯電話向けオリジナルゲームやキャラクター開発も。開発効率に強み
情報・通信,3787,マザーズ,(株)テクノマセマティカル,http://www.tmath.co.jp/,独自開発の圧縮技術による画像、音声処理に優れる。ソフト、ハードウエアの開発、販売が中心
情報・通信,3788,マザーズ,ＧＭＯクラウド(株),http://ir.gmocloud.com/,ＧＭＯ傘下。ホスティング（サーバー管理）と電子認証提供が両輪。電子認証は国際展開急ピッチ
情報・通信,3790,JQS,日本オフィス・システム(株),http://www.nos.co.jp/,兼松エレクトロの子会社。企業のＩＴ業務アウトソーシング（ＢＰＯ）が主力。クラウド拡大へ
情報・通信,3791,JQS,(株)ＩＧポート,http://www.igport.co.jp/,映画、テレビ、ＤＶＤ等向けアニメ制作と版権収入が主柱。子会社にコミック専門出版社も
情報・通信,3793,マザーズ,(株)ドリコム,http://www.drecom.co.jp/,ブログシステムから携帯コンテンツ、ソーシャルゲームに展開。楽天と０８年４月資本・業務提携
情報・通信,3794,東証2部,エヌ・デーソフトウェア(株),http://www.ndsoft.jp/,介護・福祉分野に特化したソフトウエア会社。業界トップクラス。医療系ソフトにも展開
情報・通信,3796,マザーズ,(株)いい生活,http://www.e-seikatsu.info/,不動産会社支援システムを販売。物件データベースなどクラウドで提供。ヤフーとの提携縮小
情報・通信,3798,JQS,ＵＬＳグループ(株),http://www.ulsgroup.co.jp/,ＩＴシステムのコンサル、設計、構築担う。流通、製造、情報サービス向けに強み。ＳＩ企業と合併
情報・通信,3799,東証2部,キーウェアソリューションズ(株),http://www.keyware.co.jp/,総合システムサービス。ＮＥＣと密接。インフラ関連のシステム開発・構築、運用保守。ＥＲＰも
情報・通信,3800,JQS,(株)ビーエスピー,http://www.bsp.jp/,ソフト開発の独立ベンダー。基幹業務（メインフレーム系）から分散処理（オープン系）に注力
情報・通信,3802,札幌ア,(株)エコミック,http://www.ecomic.jp/,キャリアバンク子会社で、給与計算等を受託。道外受注過半で札幌で処理。中国に子会社新設
情報・通信,3803,JQG,イメージ情報開発(株),http://www.image-inf.co.jp/,イメージデータ処理から出発。柱はＳＩ。ニッチ向けパッケージ強化。スマホ向け開発事業進出
情報・通信,3804,JQS,(株)システム　ディ,http://www.systemd.co.jp/,特定業種用途に特化したソフトを開発販売。大学の校務管理用とフィットネスクラブ用が中心
情報・通信,3807,JQG,(株)フィスコ,http://www.fisco.co.jp/,金融関連情報をネットで提供。中国事業を強化中。Ｍ＆Ａで企業調査やコンサル事業も育成
情報・通信,3808,名古屋セ,(株)オウケイウェイヴ,http://www.okwave.co.jp/,利用者同士が質問・回答するＱ＆Ａサイト「ＯＫＷａｖｅ」を運営。企業にシステムも提供
情報・通信,3810,マザーズ,サイバーステップ(株),http://www.cyberstep.com/,ＰＣオンラインゲーム大手。「ゲットアンプド（ＧＡ）」等自社サイト運営による課金収入が柱
情報・通信,3811,JQS,(株)ビットアイル,http://www.bit-isle.jp/,都市型データセンター運営。寺田倉庫、自社物件活用の自前設備に強み。運用・ＳＩサービスも
情報・通信,3814,JQG,(株)アルファクス・フード・システム,http://www.afs.co.jp/,ＰＯＳ、注文装置など外食の情報サービス。機器はＯＥＭ生産。総菜、持ち帰り業態など開拓中
情報・通信,3815,マザーズ,(株)メディア工房,http://www.mkb.ne.jp/,携帯やＰＣ向けに占いコンテンツや風水グッズ販売。海外でも配信。美容サプリ販売など展開
情報・通信,3816,JQS,(株)大和コンピューター,http://www.daiwa-computer.co.jp/,基幹系業務ソフトの２次請け開発会社。大塚商会とＳＣＳＫ（旧住商情報システム）が２大顧客
情報・通信,3817,東証1部,(株)ＳＲＡホールディングス,http://www.sra-hd.co.jp/,独立系のシステム開発一括受託会社。Ｌｉｎｕｘ等オープンソース系に強い。海外展開積極化
情報・通信,3822,JQS,(株)Ｍｉｎｏｒｉソリューションズ,http://www.minori-sol.jp/,金融・通信に強いシステム開発会社。イーウェーヴと合併し製造業にも拡大。三菱系に実績
情報・通信,3823,マザーズ,(株)アクロディア,http://www.acrodea.co.jp/,携帯用入力ソフト（ＵＩ）の開発会社。スマホへ転換等で再構築。ＥＣ（電子商取引）支援事業展開
情報・通信,3824,福岡Q,メディアファイブ(株),http://www.media5.co.jp/,福岡地盤。コンピュータ会社に自社で育成したＳＥ等を派遣し業務支援。ソフト受託開発も
情報・通信,3825,マザーズ,(株)リミックスポイント,http://www.remixpoint.co.jp/,中古車査定システムを展開。主要顧客オートバックスとの契約終了。画像解析ソフトは１２年譲渡
情報・通信,3826,マザーズ,(株)システムインテグレータ,http://www.sint.co.jp/,独立系ソフトハウス。ＥＲＰの請負開発とＷｅｂ関連中心のパッケージソフト販売・保守が両輪
情報・通信,3827,マザーズ,ジャパンインベスト・グループ,http://www.japaninvest.co.jp/,
情報・通信,3828,東証2部,ニフティ(株),http://www.nifty.co.jp/,富士通子会社。個人会員多いネット接続＠ｎｉｆｔｙ運営、法人主体の「ニフティクラウド」育成
情報・通信,3830,名古屋セ,(株)ギガプライズ,http://www.gigaprize.co.jp/,フリービット傘下のマンション向けネット接続会社。親会社と協業。システム開発も手掛ける
情報・通信,3831,マザーズ,(株)パイプドビッツ,http://www.pi-pe.co.jp/,ネットを活用したデータ管理とマーケティング代行。毎月のサービス料収入が売り上げの大半
情報・通信,3832,JQG,(株)Ｔ＆Ｃホールディングス,http://www.tandch.com/,法人、個人向けにＥＴＦの投資情報を提供。ホルムアルデヒドガス滅菌機器の販売に注力
情報・通信,3834,東証1部,(株)朝日ネット,http://asahi-net.jp/,ネット接続サービス（ＩＳＰ）の「ＡＳＡＨＩネット」運営。独立系。ＩＳＰ大手。ＳＮＳ事業も
情報・通信,3835,JQS,ｅＢＡＳＥ(株),http://www.ebase.co.jp/,商品情報管理ソフト「ｅＢＡＳＥ」を開発、販売。食品業界間でのトレーサビリティ用途が主軸
情報・通信,3836,JQG,(株)ディーバ,http://www.diva.co.jp/,連結経営・会計システムのパッケージソフト開発、ライセンス販売、導入サービスなど展開
情報・通信,3837,JQS,アドソル日進(株),http://www.adniss.jp/,大企業向け大規模システム開発案件に強い。技術水準の高さに定評。ソリューション提案を強化
情報・通信,3839,JQS,(株)ＯＤＫソリューションズ,http://www.odk.co.jp/,システム開発・運営会社。代行業務の構成比低下、入試関連支援業務が主力に。利益は下期集中
情報・通信,3840,マザーズ,イー・キャッシュ(株),http://www.ecash.co.jp/,ＲＦＩＤ（ＩＣタグ）関連のミドルウエア開発が柱。ロハスカーボン研究所と提携解消。再建中
情報・通信,3841,JQS,(株)ジーダット,http://www.jedat.co.jp/,ＬＳＩや液晶パネル設計用の電子系ＣＡＤソフト（ＥＤＡ）を開発・販売。海外提携に積極的
情報・通信,3842,JQG,(株)ネクストジェン,http://www.nextgen.co.jp/,次世代通信網（ＮＧＮ）の制御システム開発会社。ＳＩＰ（通話制御プロトコル）の先駆的存在
情報・通信,3843,マザーズ,フリービット(株),http://www.freebit.com/,法人向け中心に各種ネットサービス提供。ネット接続業者向け接続代行に強み。ネット広告進出
情報・通信,3844,東証2部,コムチュア(株),http://www.comture.com/,独立系ＳＩ。グループウエアは首位級。持株経営移行しクラウド、Ｗｅｂ構築、ネット運用強化
情報・通信,3845,JQS,(株)アイフリークホールディングス,http://www.i-freek.co.jp/,携帯向け情報配信主力、半数ドコモ向け。メールの装飾画像、ゲームに注力。ネット通販も展開
情報・通信,3847,JQS,パシフィックシステム(株),http://www.pacific-systems.co.jp/,太平洋セメント系の情報サービス業。画像処理に強み。親会社向け販売３割で、顧客開拓が課題
情報・通信,3848,JQS,(株)データ・アプリケーション,https://www.dal.co.jp/,企業間電子商取引向けソフトが主力のＩＴベンチャー。大手ＳＩ等販売代理店経由の受注中心
情報・通信,3849,札幌ア,日本テクノ・ラボ(株),http://www.ntl.co.jp/,産業用特殊プリンタに特化した制御システムソフト開発・販売が柱。セキュリティ関連が成長
情報・通信,3850,マザーズ,(株)ＮＴＴデータイントラマート,http://www.intra-mart.jp/,ＮＴＴデータの社内ベンチャー発祥。Ｗｅｂシステム基盤構築のためのソフト開発・販売が主
